ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism
ARO:3004072	41154	5207	2716	OpmB	OpmB	AAG05913.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;macrolide antibiotic;monobactam;tetracycline antibiotic	antibiotic efflux
ARO:3000809	37189	5356	442	opmD	OpmD	AAG07595.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	acridine dye;fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3003700	40352	3407	2213	opmE	opmE	BAE06009.1	AB219524.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	acridine dye;carbapenem;diaminopyrimidine antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3003682	40317	5382	2195	OpmH	OpmH	AAG08359.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	triclosan	antibiotic efflux
ARO:3003039	39473	315	1570	oprA	OprA	BAM10414.1	AB639410	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;carbapenem;fluoroquinolone antibiotic;macrolide antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000802	37182	385	704	OprJ	OprJ	AAB41958.1	U57969	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000379	36518	5378	1305	OprM	OprM	AAG03816.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	acridine dye;aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000805	37185	5524	172	OprN	OprN	AAG05883.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux
ARO:3004142	41270	4486	2796	OprZ	OprZ	EGP45230	AFRQ01000061.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	antibiotic efflux
ARO:3003746	40402	3517	2263	optrA	optrA	AKA86814	KP399637	ABC-F ATP-binding cassette ribosomal protection protein	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection
ARO:3003922	40631	5460	2399	oqxA	oqxA	AAP43109.1	EU370913.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3003923	40632	5462	2400	oqxB	oqxB	AAP43110.2	EU370913.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3002891	39325	660	1273	otr(A)	otr(A)	CAA37477.1	X53401	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ARO:3002892	39326	697	870	otr(B)	otr(B)	AAD04032.1	AF079900	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3002894	39328	421	1991	otrC	otrC	AAR96051.1	AY509111	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3001396	37796	4668	1952	OXA-1	OXA-1	AFB82783.1	JN420336.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001405	37805	878	1587	OXA-10	OXA-10	AAG45720.1	AF205943	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001438	37838	964	947	OXA-100	OXA-100	CAJ77817.2	AM231720	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001439	37839	1042	1598	OXA-101	OXA-101	CAL85435.1	AM412777	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001707	38107	5602	3407	OXA-103	OXA-103	ENV88740.1	APQF01000011.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001636	38036	1122	942	OXA-104	OXA-104	ABQ52429.1	EF581285	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001637	38037	1202	475	OXA-106	OXA-106	ABV31686.1	EF650032	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001638	38038	1289	1804	OXA-107	OXA-107	ABV31687.1	EF650033	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001639	38039	1367	1398	OXA-108	OXA-108	ABV31688.1	EF650034	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001640	38040	1449	1862	OXA-109	OXA-109	ABV31689.1	EF650035	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001406	37806	1522	1396	OXA-11	OXA-11	CAA80304.1	Z22590	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001641	38041	1600	1281	OXA-110	OXA-110	ABV31690.1	EF650036	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001642	38042	1677	1312	OXA-111	OXA-111	ABV31691.1	EF650037	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001643	38043	1752	977	OXA-112	OXA-112	ABV31692.1	EF650038	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001644	38044	1832	226	OXA-113	OXA-113	ABW70410.1	EF653400	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001609	38009	1921	1892	OXA-114a	OXA-114a	ABX38721.1	EU188842	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001440	37840	1999	649	OXA-115	OXA-115	ABS71123.1	EU029998	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001441	37841	798	1967	OXA-116	OXA-116	ABW95047.1	EU220744	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001442	37842	6040	412	OXA-117	OXA-117	ACV49885.1	GQ423625.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001768	38168	965	1937	OXA-118	OXA-118	AAK55330.1	AF371964	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001775	38175	1043	1255	OXA-119	OXA-119	AAN41427.1	AY139598	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001407	37807	1123	186	OXA-12	OXA-12	AAA83417.1	U10251	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001672	38072	1203	537	OXA-120	OXA-120	CCJ32595.1	HE963768	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001443	37843	1290	1406	OXA-121	OXA-121	AGU69248.1	KF057027	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001444	37844	5603	3408	OXA-122	OXA-122	ABX45061.1	EU255291.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001445	37845	5604	3409	OXA-123	OXA-123	ABX45062.1	EU255292.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001446	37846	5605	3410	OXA-124	OXA-124	ABX45063.1	EU255293.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001447	37847	5606	3411	OXA-125	OXA-125	ABX45064.1	EU255294.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001448	37848	5607	3412	OXA-126	OXA-126	ABX45065.1	EU255295.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001449	37849	5608	3413	OXA-127	OXA-127	ABX45066.1	EU255296.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001648	38048	1368	1844	OXA-128	OXA-128	ABY77907.1	EU375515	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001811	38211	1450	964	OXA-129	OXA-129	CAP69660.1	AM932669	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001408	37808	1523	461	OXA-13	OXA-13	AAC46344.1	U59183	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001651	38051	1601	394	OXA-130	OXA-130	ACD84988.1	EU547445	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001652	38052	1678	1417	OXA-131	OXA-131	ACD84989.1	EU547446	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001653	38053	1753	2023	OXA-132	OXA-132	ACD84990.1	EU547447	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001702	38102	1833	555	OXA-133	OXA-133	ACE63186.1	EU571228	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001695	38095	1922	978	OXA-134	OXA-134	ADM47435.1	HQ122933	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001765	38165	2000	573	OXA-136	OXA-136	ABW76134.1	EU086830	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001767	38167	799	572	OXA-137	OXA-137	ABW76138.1	EU086834	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001655	38055	880	849	OXA-138	OXA-138	ACD45467.1	EU670845	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001451	37851	966	1217	OXA-139	OXA-139	CAQ51348.1	AM991978	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001409	37809	5856	1806	OXA-14	OXA-14	AHX74209.1	KJ420612.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001452	37852	5601	3406	OXA-140	OXA-140	ALL27283.1	KR780479.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001802	38202	1124	1212	OXA-141	OXA-141	ABQ15112.1	EF552405	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001803	38203	1204	1706	OXA-142	OXA-142	ABY79006.1	EU358785	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001654	38054	1291	313	OXA-143	OXA-143	ACX70402.1	GQ861437	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3002480	38880	1369	413	OXA-144	OXA-144	ACY56711.1	FJ872530	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001804	38204	1451	295	OXA-145	OXA-145	ACN85419.1	FJ790516	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001779	38179	1524	1780	OXA-146	OXA-146	ACI28281.1	FJ194494	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001801	38201	1602	617	OXA-147	OXA-147	ACO72579.1	FJ848783	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001453	37853	1679	379	OXA-148	OXA-148	ACX31140.1	GQ853679	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001454	37854	1754	1972	OXA-149	OXA-149	ACX31141.1	GQ853680	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001410	37810	1834	674	OXA-15	OXA-15	AAB05874.1	U63835	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001455	37855	1923	254	OXA-150	OXA-150	ACX31142.1	GQ853681	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001456	37856	5825	3415	OXA-151	OXA-151	SUA76968.1	UGSG01000001.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001457	37857	5611	3416	OXA-152	OXA-152	ALA99186.1	KP771980.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001458	37858	5829	3417	OXA-153	OXA-153	CFB60580.1	CEWL01000009.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001459	37859	5613	3418	OXA-154	OXA-154	SNU87672.1	LT906435.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001460	37860	5614	3419	OXA-155	OXA-155	ALA99189.1	KP771983.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001461	37861	5615	3420	OXA-156	OXA-156	SUA92210.1	UGSJ01000001.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001462	37862	5616	3421	OXA-157	OXA-157	ALA99191.1	KP771985.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001463	37863	5617	3422	OXA-158	OXA-158	ALA99192.1	KP771986.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001411	37811	5866	1194	OXA-16	OXA-16	AAB97924.1	AF043100	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001663	38063	800	853	OXA-160	OXA-160	ADB28891.1	GU199038	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001799	38199	881	1079	OXA-161	OXA-161	ACT09125.1	GQ202693	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001776	38176	967	686	OXA-162	OXA-162	ADG27454.1	HM015773	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001783	38183	1045	554	OXA-163	OXA-163	ADY06444.1	HQ700343	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001662	38062	1125	500	OXA-164	OXA-164	ADK34116.1	GU831575	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001465	37865	1205	1860	OXA-165	OXA-165	ADK35869.1	HM488986	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001466	37866	1292	1343	OXA-166	OXA-166	ADK35870.1	HM488987	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001467	37867	1370	312	OXA-167	OXA-167	ADK35871.1	HM488988	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001468	37868	1452	1802	OXA-168	OXA-168	ADK35872.1	HM488989	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001469	37869	1525	1141	OXA-169	OXA-169	ADK35873.1	HM488990	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001412	37812	5864	1576	OXA-17	OXA-17	ABI63579.1	DQ902344.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001470	37870	1680	1326	OXA-170	OXA-170	ADK35874.1	HM488991	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001471	37871	1755	677	OXA-171	OXA-171	ADK35875.1	HM488992	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001656	38056	1835	1413	OXA-172	OXA-172	ADI58616.1	HM113558	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001657	38057	1924	2031	OXA-173	OXA-173	ADI58617.1	HM113559	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001658	38058	2002	274	OXA-174	OXA-174	ADI58618.1	HM113560	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001659	38059	801	867	OXA-175	OXA-175	ADI58619.1	HM113561	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001660	38060	882	1185	OXA-176	OXA-176	ADI58620.1	HM113562	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001661	38061	968	1777	OXA-177	OXA-177	ADI58621.1	HM113563	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001472	37872	1046	231	OXA-178	OXA-178	ADI58622.1	HM113564	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001473	37873	1126	1625	OXA-179	OXA-179	ADM26744.1	HM570035	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001413	37813	1206	1003	OXA-18	OXA-18	AAB58555.1	U85514	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001474	37874	1293	1122	OXA-180	OXA-180	ADM26745.1	HM570036	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001784	38184	1371	235	OXA-181	OXA-181	AEP16366.1	JN205800	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001709	38109	1453	1184	OXA-182	OXA-182	ADK92148.1	HM640278	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001475	37875	1526	1568	OXA-183	OXA-183	ADV41666.1	HQ111474	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001476	37876	1604	1126	OXA-184	OXA-184	AFO09968.1	JQ396378	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001477	37877	5618	3423	OXA-185	OXA-185	AFO09969.1	JQ396379.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001414	37814	1681	1410	OXA-19	OXA-19	AAD02245.1	AF043381	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001766	38166	1756	1269	OXA-192	OXA-192	ADZ54048.1	JF273470	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001479	37879	1925	1172	OXA-194	OXA-194	AEB98920.1	HQ425492	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001480	37880	2003	190	OXA-195	OXA-195	AEB98921.1	HQ425493	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001481	37881	802	1874	OXA-196	OXA-196	AEB98922.1	HQ425494	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001482	37882	883	1293	OXA-197	OXA-197	AEB98923.1	HQ425495	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001805	38205	969	758	OXA-198	OXA-198	ADT70779.1	HQ634775	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001814	38214	1047	191	OXA-199	OXA-199	AFC95894.1	JN704570	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001397	37797	4417	1118	OXA-2	OXA-2	AAB59082.1	M95287.4	OXA beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation
ARO:3001415	37815	5512	1853	OXA-20	OXA-20	ACC55538.1	CP000863.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001665	38065	1294	1978	OXA-200	OXA-200	ADX07745.1	HQ734811	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001666	38066	1372	1836	OXA-201	OXA-201	ADX07746.1	HQ734812	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001667	38067	1454	405	OXA-202	OXA-202	ADX07747.1	HQ734813	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001664	38064	1527	1641	OXA-203	OXA-203	ADX07748.1	HQ998857	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001788	38188	1605	416	OXA-204	OXA-204	AFU91598.1	JQ809466	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001483	37883	1682	1572	OXA-205	OXA-205	AEO92079.1	JF800667	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001484	37884	1757	1052	OXA-206	OXA-206	BAL15076.1	AB634250	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001485	37885	1836	767	OXA-207	OXA-207	AFK28473.1	JQ838185	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001486	37886	1926	258	OXA-208	OXA-208	CCA94644.1	FR853176	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001809	38209	4700	1502	OXA-209	OXA-209	AEM66528.1	JF268688.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001416	37816	803	213	OXA-21	OXA-21	CAA71699.2	Y10693	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001487	37887	884	1276	OXA-210	OXA-210	AEE61368.1	JF795487	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001710	38110	970	615	OXA-211	OXA-211	AEV91550.1	JN861779	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001711	38111	1048	18	OXA-212	OXA-212	AEV91551.1	JN861780	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001712	38112	1128	2019	OXA-213	OXA-213	AEV91552.1	JN861781	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001713	38113	1208	1314	OXA-214	OXA-214	AEV91553.1	JN861782	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001714	38114	1295	861	OXA-215	OXA-215	AEV91554.1	JN861783	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001488	37888	1373	813	OXA-216	OXA-216	CCA94649.1	FR865168	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001489	37889	1455	404	OXA-217	OXA-217	AEO44980.1	JN603240	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001668	38068	1528	656	OXA-219	OXA-219	AEL17179.1	JN215211	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001417	37817	1606	693	OXA-22	OXA-22	AAD12233.1	AF064820	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001669	38069	1683	1361	OXA-223	OXA-223	AEL88491.1	JN248564	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001806	38206	1758	1496	OXA-224	OXA-224	AEQ73521.1	JN596991	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001493	37893	1837	326	OXA-225	OXA-225	AEP43731.1	JN638887	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001800	38200	1927	30	OXA-226	OXA-226	ACM67635.1	FJ617207	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001691	38091	2005	569	OXA-228	OXA-228	AFM55001.1	JQ422053	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001692	38092	804	145	OXA-229	OXA-229	AFM55000.1	JQ422052	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001418	37818	885	1128	OXA-23	OXA-23	AAV65289.1	AY795964	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001693	38093	971	1717	OXA-230	OXA-230	AFM55002.1	JQ422054	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001670	38070	1049	1221	OXA-231	OXA-231	AFG29918.1	JQ326200	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001778	38178	1129	185	OXA-232	OXA-232	AGD91915.1	JX423831	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001495	37895	1209	1359	OXA-233	OXA-233	AID67109.1	KJ657570	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001496	37896	5619	3424	OXA-234	OXA-234	WP_038350216.1	NG_050607.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001676	38076	1296	1730	OXA-235	OXA-235	AFH36330.1	JQ820240	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001677	38077	1374	160	OXA-236	OXA-236	AFH36332.1	JQ820242	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001678	38078	1456	732	OXA-237	OXA-237	AFH36331.1	JQ820241	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001498	37898	1529	685	OXA-239	OXA-239	AFN65709.1	JQ837239	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001419	37819	1607	1596	OXA-24	OXA-24	AAM34291.1	AF509241	OXA beta-lactamase	cephalosporin;monobactam;penam	antibiotic inactivation
ARO:3001499	37899	1684	1151	OXA-240	OXA-240	AFN20670.1	JX089628	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001679	38079	1759	1020	OXA-241	OXA-241	AFO55201.1	JX025021	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001680	38080	1838	937	OXA-242	OXA-242	AFO55202.1	JX025022	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001610	38010	1928	655	OXA-243	OXA-243	AFQ90085.1	JX206446	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001786	38186	2006	865	OXA-244	OXA-244	AGC60012.1	JX438000	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001787	38187	805	1100	OXA-245	OXA-245	AGC60013.1	JX438001	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001807	38207	886	1902	OXA-246	OXA-246	AHC31001.1	KF711993	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001791	38191	972	1980	OXA-247	OXA-247	AGC70814.1	JX893517	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001673	38073	1050	1187	OXA-248	OXA-248	CCJ32596.1	HE963769	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001674	38074	1130	1532	OXA-249	OXA-249	CCJ32597.1	HE963770	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001420	37820	1210	675	OXA-25	OXA-25	AAG35607.1	AF201826	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001675	38075	1297	2001	OXA-250	OXA-250	CCJ32598.1	HE963771	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001500	37900	1375	1352	OXA-251	OXA-251	AER57903.1	JN118546	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001501	37901	5620	3425	OXA-252	OXA-252	ASF15667.1	CP022089.2	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001689	38089	1457	1087	OXA-253	OXA-253	AGK07368.1	KC479324	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001682	38082	1530	1750	OXA-254	OXA-254	BAN10684.1	AB781687	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001690	38090	1608	1016	OXA-255	OXA-255	AGK07369.1	KC479325	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001502	37902	1685	59	OXA-256	OXA-256	CCE94500.1	HE616889	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001694	38094	1760	1394	OXA-257	OXA-257	AGK07370.1	KC567681	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001503	37903	1839	1659	OXA-258	OXA-258	CCE73593.2	HE614014	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001715	38115	5621	3426	OXA-259	OXA-259	AGV04655.1	KF305666.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001421	37821	1929	850	OXA-26	OXA-26	AAG35608.1	AF201827	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001716	38116	5622	3427	OXA-260	OXA-260	ENU54757.1	APOR01000009.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
ARO:3001717	38117	5624	3428	OXA-261	OXA-261	ENW35072.1	APQV01000009.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation
